table_name,name,col_type,description,badges,attribute_name,col_description,is_nullable,is_primary_key,is_foreign_key,sensitivity,technical_source,is_view,database,cluster,schema,sort_order
mdd_prvdr_dm_name_hstry,proc_cntl_dtl_insrt_sk,INTEGER,A unique identifier of the process that inserted the record. ,,Process Control Detail Insert Surrogatekey,A unique identifier of the process that inserted the record. ,No,No,,,,Table,hive,gold,hive_mdm,264
mdd_prvdr_dm_name_hstry,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,265
mdd_prvdr_dm_name_hstry,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,266
mdd_prvdr_dm_name_hstry,prvdr_org_othr_name_txt,VARCHAR(70),"Text used to convey the nature or purpose of a name assigned to the Organization that does not fit within the usual types of name and hence has been assigned a name type of ""other"".",Nullable,Provider Organization Other Name Text,"Text used to convey the nature or purpose of a name assigned to the Organization that does not fit within the usual types of name and hence has been assigned a name type of ""other"".",Yes,No,,,,Table,hive,gold,hive_mdm,267
mdd_prvdr_dm_name_hstry,src_sys_rec_id,VARCHAR(500),Unique identifier for the record in the source system,,Source System Record Identifier,Unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,268
mdd_prvdr_dm_name_hstry,prvdr_name_type_rfrnc_sk,INT,Unique identifier for the type of provider name,,Provider Name Type Reference Surrogatekey,Unique identifier for the type of provider name,No,No,,,,Table,hive,gold,hive_mdm,269
mdd_prvdr_dm_name_hstry,proc_cntl_dtl_last_updt_sk,INTEGER,A unique identifier of the process that last updated the record.,,Process Control Detail Last Update Surrogatekey,A unique identifier of the process that last updated the record.,No,No,,,,Table,hive,gold,hive_mdm,270
mdd_prvdr_dm_name_hstry,src_sys_rec_desc,VARCHAR(500),Description of the unique identifier for the record in the source system,,Source System Record Description,Description of the unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,271
mdd_prvdr_dm_name_hstry,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",No,No,,,,Table,hive,gold,hive_mdm,272
mdd_prvdr_dm_name_hstry,prvdr_alias_1st_name,VARCHAR(40),The alias first name or given name of the Person Name,Nullable,Provider Alias First Name,The alias first name or given name of the Person Name,Yes,No,,,,Table,hive,gold,hive_mdm,273
mdd_prvdr_dm_name_hstry,prvdr_alias_mdl_name,VARCHAR(40),The alias middle name of the Person Name,Nullable,Provider Alias Middle Name,The alias middle name of the Person Name,Yes,No,,,,Table,hive,gold,hive_mdm,274
mdd_prvdr_dm_name_hstry,prvdr_alias_last_name,VARCHAR(70),The alias last name or surname of the Person Name,Nullable,Provider Alias Last Name,The alias last name or surname of the Person Name,Yes,No,,,,Table,hive,gold,hive_mdm,275
mdd_prvdr_dm_name_hstry,prvdr_org_alias_name,VARCHAR(150),The alias name of the Organization.,Nullable,Provider Organization Alias Name,The alias name of the Organization.,Yes,No,,,,Table,hive,gold,hive_mdm,276
mdd_prvdr_dm_name_hstry,prvdr_lgl_name,VARCHAR(100),"Legal name is the name that identifies a person for legal, administrative and other official purposes. Most jurisdictions require the use of a legal name for all legal and administrative purposes, and some jurisdictions permit or require a name change to be recorded at marriage. This attribute identifies the Legal Name for a Provider.",Nullable,Provider Legal Name,"Legal name is the name that identifies a person for legal, administrative and other official purposes. Most jurisdictions require the use of a legal name for all legal and administrative purposes, and some jurisdictions permit or require a name change to be recorded at marriage. This attribute identifies the Legal Name for a Provider.",Yes,No,,,,Table,hive,gold,hive_mdm,277
mdd_prvdr_dm_name_hstry,prvdr_tax_name,VARCHAR(100),Name used by provider for Internal Revenue Service (IRS) Tax purposes. ,Nullable,Provider Tax Name,Name used by provider for Internal Revenue Service (IRS) Tax purposes. ,Yes,No,,,,Table,hive,gold,hive_mdm,278
mdd_prvdr_dm_name_hstry,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,279
mdd_prvdr_dm_name_hstry,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,280
mdd_prvdr_dm_name_hstry,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,281
mdd_spp_prvdr_reasgnmt_bnfts,rcvg_prvdr_lgcy_mdcr_id,CHAR(15),"For the provider who is receiving the reassigned benefits: This number uniquely identifies the applicant as a Medicare provider and/or supplier and is the number used on claim forms.  Examples of Medicare numbers are UPINs, OSCAR, NSC.",Nullable,Receiving Provider Legacy Medicare Identifier,"For the provider who is receiving the reassigned benefits: This number uniquely identifies the applicant as a Medicare provider and/or supplier and is the number used on claim forms.  Examples of Medicare numbers are UPINs, OSCAR, NSC.",Yes,No,,,,Table,hive,gold,hive_mdm,282
mdd_spp_prvdr_reasgnmt_bnfts,rcvg_npi_id,CHAR(10),For the provider who is receiving the reassigned benefits: The unique number generated by the National Provider system for the requesting provider.,Nullable,Receiving Medicare National Provider Identifier,For the provider who is receiving the reassigned benefits: The unique number generated by the National Provider system for the requesting provider.,Yes,No,,,,Table,hive,gold,hive_mdm,283
mdd_spp_prvdr_reasgnmt_bnfts,rasng_npi_id,CHAR(10),For the provider who reassigned their benefits: The unique number generated by the National Provider system for the requesting provider.,Nullable,Reassigning Medicare National Provider Identifier,For the provider who reassigned their benefits: The unique number generated by the National Provider system for the requesting provider.,Yes,No,,,,Table,hive,gold,hive_mdm,284
mdd_spp_prvdr_reasgnmt_bnfts,rasng_prvdr_lgcy_mdcr_id,CHAR(15),"For the provider who reassigned their benefits: This number uniquely identifies the applicant as a Medicare provider and/or supplier and is the number used on claim forms.  Examples of Medicare numbers are UPINs, OSCAR, NSC.",Nullable,Reassigning Provider Legacy Medicare Identifier,"For the provider who reassigned their benefits: This number uniquely identifies the applicant as a Medicare provider and/or supplier and is the number used on claim forms.  Examples of Medicare numbers are UPINs, OSCAR, NSC.",Yes,No,,,,Table,hive,gold,hive_mdm,285
mdd_spp_prvdr_reasgnmt_bnfts,prvdr_role_type_cd,VARCHAR(30),"The unique identifier for a classification of the various functions or roles that a Health Care Provider may carry out relative to another Health Care Provider that is enrolled to bill Medicare for health care services rendered. Examples include:

          5% or more ownership interest 

          Partner 

          Interpreting physician 

          Employee 

          Phy-Own-Hosp- Direct Organization 

                     Ownership Interest



Reference lookup as PRVDR_ROLE_TYPE_RFRNC.",,Provider Role Type Code,"The unique identifier for a classification of the various functions or roles that a Health Care Provider may carry out relative to another Health Care Provider that is enrolled to bill Medicare for health care services rendered. Examples include:

          5% or more ownership interest 

          Partner 

          Interpreting physician 

          Employee 

          Phy-Own-Hosp- Direct Organization 

                     Ownership Interest



Reference lookup as PRVDR_ROLE_TYPE_RFRNC.",No,No,,,,Table,hive,gold,hive_mdm,286
mdd_spp_prvdr_reasgnmt_bnfts,asctn_efctv_ts,TIMESTAMP,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider begins to be effective.",,Provider Role Association Effective Timestamp,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider begins to be effective.",No,No,,,,Table,hive,gold,hive_mdm,287
mdd_spp_prvdr_reasgnmt_bnfts,asctn_trmntn_ts,TIMESTAMP,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider ceases to be effective.",Nullable,Provider Role Association Termination Timestamp,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider ceases to be effective.",Yes,No,,,,Table,hive,gold,hive_mdm,288
mdd_spp_prvdr_reasgnmt_bnfts,rasng_cntrctr_id_cd,VARCHAR(255),The identification number assigned by CMS to a fiscal intermediary authorized to process institutional claim records. (NCH),Nullable,Reassigning Contractor Identifier,The identification number assigned by CMS to a fiscal intermediary authorized to process institutional claim records. (NCH),Yes,No,,,,Table,hive,gold,hive_mdm,289
mdd_spp_prvdr_reasgnmt_bnfts,rcvg_cntrctr_id_cd,VARCHAR(255),The identification number assigned by CMS to a fiscal intermediary authorized to process institutional claim records. (NCH),Nullable,Receiving Contractor Identifier,The identification number assigned by CMS to a fiscal intermediary authorized to process institutional claim records. (NCH),Yes,No,,,,Table,hive,gold,hive_mdm,290
mdd_spp_prvdr_reasgnmt_bnfts,proc_cntl_dtl_insrt_sk,INTEGER,A unique identifier of the process that inserted the record. ,,Process Control Detail Insert Surrogatekey,A unique identifier of the process that inserted the record. ,No,No,,,,Table,hive,gold,hive_mdm,291
mdd_spp_prvdr_reasgnmt_bnfts,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,292
mdd_spp_prvdr_reasgnmt_bnfts,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,293
mdd_spp_prvdr_reasgnmt_bnfts,proc_cntl_dtl_last_updt_sk,INTEGER,A unique identifier of the process that last updated the record.,,Process Control Detail Last Update Surrogatekey,A unique identifier of the process that last updated the record.,No,No,,,,Table,hive,gold,hive_mdm,294
mdd_spp_prvdr_reasgnmt_bnfts,rasng_mdcr_prvdr_enrlmt_id,VARCHAR(30),A unique identifier for an enrollment seeking the authority to bill Medicare for services rendered.,,Reassigning Medicare Provider Enrollment Identifier,A unique identifier for an enrollment seeking the authority to bill Medicare for services rendered.,No,No,,,,Table,hive,gold,hive_mdm,295
mdd_spp_prvdr_reasgnmt_bnfts,rcvg_mdcr_prvdr_enrlmt_id,VARCHAR(30),A unique identifier for an enrollment seeking the authority to bill Medicare for services rendered.,,Receiving Medicare Provider Enrollment Identifier,A unique identifier for an enrollment seeking the authority to bill Medicare for services rendered.,No,No,,,,Table,hive,gold,hive_mdm,296
mdd_spp_prvdr_reasgnmt_bnfts,prvdr_role_type_desc,VARCHAR(255),"Description for the unique identifier for a classification of the various functions or roles that a Health Care Provider may carry out relative to another Health Care Provider that is enrolled to bill Medicare for health care services rendered. Examples include:

          5% or more ownership interest 

          Partner 

          Interpreting physician 

          Employee 

          Phy-Own-Hosp- Direct Organization 

                     Ownership Interest



Reference lookup as PRVDR_ROLE_TYPE_RFRNC.",,Provider Role Type Description,"Description for the unique identifier for a classification of the various functions or roles that a Health Care Provider may carry out relative to another Health Care Provider that is enrolled to bill Medicare for health care services rendered. Examples include:

          5% or more ownership interest 

          Partner 

          Interpreting physician 

          Employee 

          Phy-Own-Hosp- Direct Organization 

                     Ownership Interest



Reference lookup as PRVDR_ROLE_TYPE_RFRNC.",No,No,,,,Table,hive,gold,hive_mdm,297
mdd_spp_prvdr_reasgnmt_bnfts,prvdr_reasgnmt_id,CHAR(20),An identification component from the source used to achieve an uniqueness in the data loaded into this table.,,Provider Reassignment Identifier,An identification component from the source used to achieve an uniqueness in the data loaded into this table.,No,No,,,,Table,hive,gold,hive_mdm,298
mdd_spp_prvdr_reasgnmt_bnfts,prvdr_reasgnmt_mdcr_npi_sk,DECIMAL(20),An identification component from the source used to achieve an uniqueness in the data loaded into this table.,Nullable,Provider Reassignment Medicare National Provider Identifier Surrogatekey,An identification component from the source used to achieve an uniqueness in the data loaded into this table.,Yes,No,,,,Table,hive,gold,hive_mdm,299
mdd_spp_prvdr_reasgnmt_bnfts,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",No,No,,,,Table,hive,gold,hive_mdm,300
mdd_spp_prvdr_reasgnmt_bnfts,mdm_prvdr_reasgnmt_bnfts_sk,BIGINT,Unique number generated on MDM to make the row in the table unique.,,MDM Provider Reassignment Benefits Surrogatekey,Unique number generated on MDM to make the row in the table unique.,No,No,,,,Table,hive,gold,hive_mdm,301
mdd_spp_prvdr_reasgnmt_bnfts,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,302
mdd_spp_prvdr_reasgnmt_bnfts,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,303
mdd_spp_prvdr_reasgnmt_bnfts,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,304
mdd_spp_prvdr_enrlmt_role_asctn,asctn_role_type_cd,VARCHAR(30),"The unique identifier for a classification of the various functions or roles that a Health Care Provider may carry out relative to another Health Care Provider that is enrolled to bill Medicare for health care services rendered. Examples include:

          5% or more ownership interest 

          Partner 

          Interpreting physician 

          Employee 

          Phy-Own-Hosp- Direct Organization 

                     Ownership Interest



Reference lookup as PRVDR_ROLE_TYPE_RFRNC.",,Association Role Type Code,"The unique identifier for a classification of the various functions or roles that a Health Care Provider may carry out relative to another Health Care Provider that is enrolled to bill Medicare for health care services rendered. Examples include:

          5% or more ownership interest 

          Partner 

          Interpreting physician 

          Employee 

          Phy-Own-Hosp- Direct Organization 

                     Ownership Interest



Reference lookup as PRVDR_ROLE_TYPE_RFRNC.",No,No,,,,Table,hive,gold,hive_mdm,305
mdd_spp_prvdr_enrlmt_role_asctn,prsn_titl_txt,VARCHAR(35),Text used to describe the purpose or duties of the associated Person that has a control relationship relative to the Health Care Provider.,Nullable,Person Control Title Text,Text used to describe the purpose or duties of the associated Person that has a control relationship relative to the Health Care Provider.,Yes,No,,,,Table,hive,gold,hive_mdm,306
mdd_spp_prvdr_enrlmt_role_asctn,ownrshp_pct_num,"DECIMAL(5,2)","The percentage of ownership that the Person may have in the Health Care Provider.



Example 1: Company A owns 100% of a Skilled Nursing Facility (that is, Company  A owns 100% of the actual assets that constitute the Provider Skilled Nursing Facility).. Company C owns 60% of Company A, so that 

Company C is an indirect owner of the Provider Skilled Nursing Facility. Individual Y owns 15% of Company C. The 100% ownership that Company A has of the Skilled Nursing         Facility) is multiplied by the 60% that Company C owns of Company A to determine that Company C has a 60% indirect ownership in the Skilled Nursing Facility. This 60% indirect ownership of Company C is then multiplied by the 15% that Individual Y owns in Company C to calculate that Individual Y has a 9% indirect ownership in the Skilled Nursing Facility.",Nullable,Person Ownership Percent Number,"The percentage of ownership that the Person may have in the Health Care Provider.



Example 1: Company A owns 100% of a Skilled Nursing Facility (that is, Company  A owns 100% of the actual assets that constitute the Provider Skilled Nursing Facility).. Company C owns 60% of Company A, so that 

Company C is an indirect owner of the Provider Skilled Nursing Facility. Individual Y owns 15% of Company C. The 100% ownership that Company A has of the Skilled Nursing         Facility) is multiplied by the 60% that Company C owns of Company A to determine that Company C has a 60% indirect ownership in the Skilled Nursing Facility. This 60% indirect ownership of Company C is then multiplied by the 15% that Individual Y owns in Company C to calculate that Individual Y has a 9% indirect ownership in the Skilled Nursing Facility.",Yes,No,,,,Table,hive,gold,hive_mdm,307
mdd_spp_prvdr_enrlmt_role_asctn,cntrct_srvc_txt,VARCHAR(255),Description of contracted services that the person with some degree of control may furnish to the Provider.,Nullable,Contract Service Text,Description of contracted services that the person with some degree of control may furnish to the Provider.,Yes,No,,,,Table,hive,gold,hive_mdm,308
mdd_spp_prvdr_enrlmt_role_asctn,dlgtd_w2_emplee_sw,CHAR(1),Indicator of whether the person with control is carrying out the role of a delegated employee.,Nullable,Delegated W2 Employee Switch,Indicator of whether the person with control is carrying out the role of a delegated employee.,Yes,No,,,,Table,hive,gold,hive_mdm,309
mdd_spp_prvdr_enrlmt_role_asctn,org_cr_fr_acqs_sw,CHAR(1),"A ""yes/no"" indicator of whether it is known that the Organization was created for the express purpose of acquiring ownership (either partial or total) in the Health Care Provider.",Nullable,Organization Create For Acquisition Switch,"A ""yes/no"" indicator of whether it is known that the Organization was created for the express purpose of acquiring ownership (either partial or total) in the Health Care Provider.",Yes,No,,,,Table,hive,gold,hive_mdm,310
mdd_spp_prvdr_enrlmt_role_asctn,asctn_efctv_ts,TIMESTAMP,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider begins to be effective.",,Role Association Effective Timestamp,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider begins to be effective.",No,No,,,,Table,hive,gold,hive_mdm,311
mdd_spp_prvdr_enrlmt_role_asctn,asctn_trmntn_ts,TIMESTAMP,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider ceases to be effective.",Nullable,Role Association Termination Timestamp,"The date on which the association between a Provider, a supporting Provider, and the role classification carried out by the supporting Provider ceases to be effective.",Yes,No,,,,Table,hive,gold,hive_mdm,312
mdd_spp_prvdr_enrlmt_role_asctn,mdcr_blg_enrlmt_id,VARCHAR(30),A unique identifier for an enrollment seeking the authority to bill Medicare for services rendered.,,Medicare Billing Enrollment Identifier,A unique identifier for an enrollment seeking the authority to bill Medicare for services rendered.,No,No,,,,Table,hive,gold,hive_mdm,313
mdd_spp_prvdr_enrlmt_role_asctn,proc_cntl_dtl_insrt_sk,INTEGER,A unique identifier of the process that inserted the record. ,,Process Control Detail Insert Surrogatekey,A unique identifier of the process that inserted the record. ,No,No,,,,Table,hive,gold,hive_mdm,314
mdd_spp_prvdr_enrlmt_role_asctn,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,315
mdd_spp_prvdr_enrlmt_role_asctn,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,316
mdd_spp_prvdr_enrlmt_role_asctn,asctn_role_type_desc,VARCHAR(255),Description of Health Care Provider role or function codes,Nullable,Association Role Type Description,Description of Health Care Provider role or function codes,Yes,No,,,,Table,hive,gold,hive_mdm,317
mdd_spp_prvdr_enrlmt_role_asctn,proc_cntl_dtl_last_updt_sk,INTEGER,A unique identifier of the process that last updated the record.,,Process Control Detail Last Update Surrogatekey,A unique identifier of the process that last updated the record.,No,No,,,,Table,hive,gold,hive_mdm,318
mdd_spp_prvdr_enrlmt_role_asctn,mdm_prvdr_sk,BIGINT,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,,MDM Provider Surrogatekey,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,No,No,,,,Table,hive,gold,hive_mdm,319
mdd_spp_prvdr_enrlmt_role_asctn,prvdr_role_asctn_sk,DECIMAL(20),An identification component from the source system used to achieve an uniqueness in the data loaded into this table.,,Health Care Provider Role Association Surrogatekey,An identification component from the source system used to achieve an uniqueness in the data loaded into this table.,No,No,,,,Table,hive,gold,hive_mdm,320
mdd_spp_prvdr_enrlmt_role_asctn,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",No,No,,,,Table,hive,gold,hive_mdm,321
mdd_spp_prvdr_enrlmt_role_asctn,mdm_prvdr_enrlmt_role_asctn_sk,BIGINT,Unique number generated on MDM to make the row in the table unique.,,MDM Provider Enrollment Role Association Surrogatekey,Unique number generated on MDM to make the row in the table unique.,No,No,,,,Table,hive,gold,hive_mdm,322
mdd_spp_prvdr_enrlmt_role_asctn,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,323
mdd_spp_prvdr_enrlmt_role_asctn,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,324
mdd_spp_prvdr_enrlmt_role_asctn,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,325
mdd_spp_enrlmt_stus,src_enrlmt_id,VARCHAR(30),Unique number for the enrollment form.,,Medicare Billing Enrollment Identifier,Unique number for the enrollment form.,No,No,,,,Table,hive,gold,hive_mdm,326
mdd_spp_enrlmt_stus,cntct_ts,TIMESTAMP,"Contains the date contact took place for the specified reason code. Valid reason codes represent first contact, second contact, third contact, etc.",Nullable,Last Contact Timestamp,"Contains the date contact took place for the specified reason code. Valid reason codes represent first contact, second contact, third contact, etc.",Yes,No,,,,Table,hive,gold,hive_mdm,327
mdd_spp_enrlmt_stus,othr_rsn_txt,VARCHAR(30),Contains the reason for the status when the reason code is Other.,Nullable,Other Status Reason Text,Contains the reason for the status when the reason code is Other.,Yes,No,,,,Table,hive,gold,hive_mdm,328
mdd_spp_enrlmt_stus,enrlmt_stus_cmt_txt,VARCHAR(4000),Comments concerning any unique or unusual circumstances concerning the status of the enrollment.,Nullable,Enrollment Status Comment Text,Comments concerning any unique or unusual circumstances concerning the status of the enrollment.,Yes,No,,,,Table,hive,gold,hive_mdm,329
mdd_spp_enrlmt_stus,stus_eff_ts,TIMESTAMP,Status Effective Date,,Medicare Non Reassignment Billing Enrollment Event Status Effective Timestamp,Status Effective Date,No,No,,,,Table,hive,gold,hive_mdm,330
mdd_spp_enrlmt_stus,stus_end_ts,TIMESTAMP,Status End date,Nullable,Enrollment Event Status End Timestamp,Status End date,Yes,No,,,,Table,hive,gold,hive_mdm,331
mdd_spp_enrlmt_stus,proc_cntl_dtl_insrt_sk,INTEGER,A unique identifier of the process that inserted the record. ,,Process Control Detail Insert Surrogatekey,A unique identifier of the process that inserted the record. ,No,No,,,,Table,hive,gold,hive_mdm,332
mdd_spp_enrlmt_stus,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,333
mdd_spp_enrlmt_stus,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,334
mdd_spp_enrlmt_stus,proc_cntl_dtl_last_updt_sk,INTEGER,A unique identifier of the process that last updated the record.,,Process Control Detail Last Update Surrogatekey,A unique identifier of the process that last updated the record.,No,No,,,,Table,hive,gold,hive_mdm,335
mdd_spp_enrlmt_stus,stus_cd,VARCHAR(30),Indicates the Enrollment status,,Enrollment Status Code,Indicates the Enrollment status,No,No,,,,Table,hive,gold,hive_mdm,336
mdd_spp_enrlmt_stus,stus_desc,VARCHAR(255),Describes the Enrollment Status,Nullable,Enrollment Status Description,Describes the Enrollment Status,Yes,No,,,,Table,hive,gold,hive_mdm,337
mdd_spp_enrlmt_stus,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",No,No,,,,Table,hive,gold,hive_mdm,338
mdd_spp_enrlmt_stus,enrlmt_stus_rsn_cd,VARCHAR(30),"Unique value that indicates the reason for the status.  e.g., reason for status ""Returned"" is missing information.",,Enrollment Status Reason Code,"Unique value that indicates the reason for the status.  e.g., reason for status ""Returned"" is missing information.",No,No,,,,Table,hive,gold,hive_mdm,339
mdd_spp_enrlmt_stus,enrlmt_stus_rsn_desc,VARCHAR(255),"Description for the unique value that indicates the reason for the status.  e.g., reason for status ""Returned"" is missing information.",Nullable,Enrollment Status Reason Description,"Description for the unique value that indicates the reason for the status.  e.g., reason for status ""Returned"" is missing information.",Yes,No,,,,Table,hive,gold,hive_mdm,340
mdd_spp_enrlmt_stus,enrlmt_stus_sk,DECIMAL(20),Unique number generated at source to make the row in the table unique.,,Enrollment Status Surrogatekey,Unique number generated at source to make the row in the table unique.,No,No,,,,Table,hive,gold,hive_mdm,341
mdd_spp_enrlmt_stus,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,342
mdd_spp_enrlmt_stus,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,343
mdd_spp_enrlmt_stus,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,344
mdd_spp_prvdr_snctn,snctn_cd,VARCHAR(30),"A unique identifier for a type of adverse action taken against a person. There are four types of actions:

1) Exclusion Sanctions against a Health Care Provider

   Examples:

     Program-Related Conviction

     Felony Conviction Relating to Health Care 

           Fraud

     Imposition of a Civil Money Penalty or 

           Assessment 

     Excessive Claims or Furnishing of 

          Unnecessary or Substandard Items or 

          Services

     Breach of Corporate Integrity Agreement



2) Adverse Legal Actions that may negatively impact a Health Care Provider

   Examples:

          Criminal conviction of a controlled 

              Substance related charge at 

               either the state or Federal level.  

         Criminal conviction at the state level of a 

              charge other than for a controlled 

              substance related charge 

          Civil conviction at the state court level



3) DEA Suspensions or Convictions, crimes that occurred in connection with a Provider having its DEA registration Revoked, Denied,  Suspended or Restricted, whether as a Provider, corporate Officer, a Partner, a Stockholder, etc.



4) Controlled Substance Convictions, whether a Person has ever been convicted of a controlled substance-related criminal charge at the state or Federal level.



Reference lookup as 

ADVRS_ACTN_RFRNC.

",,Provider Sanction Code,"A unique identifier for a type of adverse action taken against a person. There are four types of actions:

1) Exclusion Sanctions against a Health Care Provider

   Examples:

     Program-Related Conviction

     Felony Conviction Relating to Health Care 

           Fraud

     Imposition of a Civil Money Penalty or 

           Assessment 

     Excessive Claims or Furnishing of 

          Unnecessary or Substandard Items or 

          Services

     Breach of Corporate Integrity Agreement



2) Adverse Legal Actions that may negatively impact a Health Care Provider

   Examples:

          Criminal conviction of a controlled 

              Substance related charge at 

               either the state or Federal level.  

         Criminal conviction at the state level of a 

              charge other than for a controlled 

              substance related charge 

          Civil conviction at the state court level



3) DEA Suspensions or Convictions, crimes that occurred in connection with a Provider having its DEA registration Revoked, Denied,  Suspended or Restricted, whether as a Provider, corporate Officer, a Partner, a Stockholder, etc.



4) Controlled Substance Convictions, whether a Person has ever been convicted of a controlled substance-related criminal charge at the state or Federal level.



Reference lookup as 

ADVRS_ACTN_RFRNC.

",No,No,,,,Table,hive,gold,hive_mdm,345
